Total bytes: 68092 (66.5 KB), 1.831 bpb, 1.829 bps w/ no header, Normalized Dissimilarity Rate: 0.915267
Total bytes: 68143 (66.5 KB), 1.832 bpb, 1.829 bps w/ no header, Normalized Dissimilarity Rate: 0.915953
Total bytes: 68129 (66.5 KB), 1.832 bpb, 1.829 bps w/ no header, Normalized Dissimilarity Rate: 0.915765
Total bytes: 68094 (66.5 KB), 1.831 bpb, 1.827 bps w/ no header, Normalized Dissimilarity Rate: 0.915294
Total bytes: 69347 (67.7 KB), 1.863 bpb, 1.862 bps w/ no header, Normalized Dissimilarity Rate: 0.931698
Total bytes: 69314 (67.7 KB), 1.863 bpb, 1.861 bps w/ no header, Normalized Dissimilarity Rate: 0.931255
Total bytes: 69252 (67.6 KB), 1.861 bpb, 1.859 bps w/ no header, Normalized Dissimilarity Rate: 0.930422
Total bytes: 69272 (67.6 KB), 1.861 bpb, 1.86 bps w/ no header, Normalized Dissimilarity Rate: 0.930691
Total bytes: 69312 (67.7 KB), 1.862 bpb, 1.86 bps w/ no header, Normalized Dissimilarity Rate: 0.931228
Total bytes: 69286 (67.7 KB), 1.862 bpb, 1.859 bps w/ no header, Normalized Dissimilarity Rate: 0.930879
Total bytes: 69269 (67.6 KB), 1.861 bpb, 1.858 bps w/ no header, Normalized Dissimilarity Rate: 0.93065
Total bytes: 14025 (13.7 KB), 1.94 bpb, 1.933 bps w/ no header, Normalized Dissimilarity Rate: 0.969833
Total bytes: 14018 (13.7 KB), 1.939 bpb, 1.931 bps w/ no header, Normalized Dissimilarity Rate: 0.969349
Total bytes: 14015 (13.7 KB), 1.938 bpb, 1.929 bps w/ no header, Normalized Dissimilarity Rate: 0.969142
Total bytes: 14033 (13.7 KB), 1.941 bpb, 1.932 bps w/ no header, Normalized Dissimilarity Rate: 0.970386
Total bytes: 14063 (13.7 KB), 1.945 bpb, 1.932 bps w/ no header, Normalized Dissimilarity Rate: 0.972461
Total bytes: 14077 (13.7 KB), 1.947 bpb, 1.932 bps w/ no header, Normalized Dissimilarity Rate: 0.973429
Total bytes: 14079 (13.7 KB), 1.947 bpb, 1.93 bps w/ no header, Normalized Dissimilarity Rate: 0.973567
Total bytes: 314422 (307.1 KB), 1.809 bpb, 1.809 bps w/ no header, Normalized Dissimilarity Rate: 0.904534
Total bytes: 314968 (307.6 KB), 1.812 bpb, 1.812 bps w/ no header, Normalized Dissimilarity Rate: 0.906105
Total bytes: 314378 (307.0 KB), 1.809 bpb, 1.808 bps w/ no header, Normalized Dissimilarity Rate: 0.904408
Total bytes: 314277 (306.9 KB), 1.808 bpb, 1.808 bps w/ no header, Normalized Dissimilarity Rate: 0.904117
Total bytes: 314049 (306.7 KB), 1.807 bpb, 1.806 bps w/ no header, Normalized Dissimilarity Rate: 0.903461
Total bytes: 313808 (306.5 KB), 1.806 bpb, 1.805 bps w/ no header, Normalized Dissimilarity Rate: 0.902768
Total bytes: 69762 (68.1 KB), 1.862 bpb, 1.861 bps w/ no header, Normalized Dissimilarity Rate: 0.930899
Total bytes: 69745 (68.1 KB), 1.861 bpb, 1.86 bps w/ no header, Normalized Dissimilarity Rate: 0.930672
