Total bytes: 504267 (492.4 KB), 1.819 bpb, 1.818 bps w/ no header, Normalized Dissimilarity Rate: 0.90926
Total bytes: 500702 (489.0 KB), 1.806 bpb, 1.805 bps w/ no header, Normalized Dissimilarity Rate: 0.902832
Total bytes: 498709 (487.0 KB), 1.798 bpb, 1.798 bps w/ no header, Normalized Dissimilarity Rate: 0.899238
Total bytes: 1301108 (1.2 MB), 1.919 bpb, 1.918 bps w/ no header, Normalized Dissimilarity Rate: 0.959275
Total bytes: 1296903 (1.2 MB), 1.912 bpb, 1.912 bps w/ no header, Normalized Dissimilarity Rate: 0.956175
Total bytes: 1291284 (1.2 MB), 1.904 bpb, 1.904 bps w/ no header, Normalized Dissimilarity Rate: 0.952032
Total bytes: 1286056 (1.2 MB), 1.896 bpb, 1.896 bps w/ no header, Normalized Dissimilarity Rate: 0.948177
Total bytes: 1281746 (1.2 MB), 1.89 bpb, 1.89 bps w/ no header, Normalized Dissimilarity Rate: 0.945
Total bytes: 655038 (639.7 KB), 1.878 bpb, 1.878 bps w/ no header, Normalized Dissimilarity Rate: 0.938924
Total bytes: 659950 (644.5 KB), 1.892 bpb, 1.892 bps w/ no header, Normalized Dissimilarity Rate: 0.945965
Total bytes: 650515 (635.3 KB), 1.865 bpb, 1.865 bps w/ no header, Normalized Dissimilarity Rate: 0.932441
Total bytes: 642422 (627.4 KB), 1.842 bpb, 1.841 bps w/ no header, Normalized Dissimilarity Rate: 0.920841
Total bytes: 636622 (621.7 KB), 1.825 bpb, 1.825 bps w/ no header, Normalized Dissimilarity Rate: 0.912527
Total bytes: 2299337 (2.2 MB), 1.869 bpb, 1.869 bps w/ no header, Normalized Dissimilarity Rate: 0.934394
Total bytes: 2332543 (2.2 MB), 1.896 bpb, 1.896 bps w/ no header, Normalized Dissimilarity Rate: 0.947888
Total bytes: 2291413 (2.2 MB), 1.862 bpb, 1.862 bps w/ no header, Normalized Dissimilarity Rate: 0.931174
Total bytes: 2248198 (2.1 MB), 1.827 bpb, 1.827 bps w/ no header, Normalized Dissimilarity Rate: 0.913613
Total bytes: 2180090 (2.1 MB), 1.772 bpb, 1.772 bps w/ no header, Normalized Dissimilarity Rate: 0.885935
Total bytes: 393133 (383.9 KB), 1.882 bpb, 1.882 bps w/ no header, Normalized Dissimilarity Rate: 0.941055
Total bytes: 395904 (386.6 KB), 1.895 bpb, 1.895 bps w/ no header, Normalized Dissimilarity Rate: 0.947688
Total bytes: 388235 (379.1 KB), 1.859 bpb, 1.858 bps w/ no header, Normalized Dissimilarity Rate: 0.92933
Total bytes: 384501 (375.5 KB), 1.841 bpb, 1.84 bps w/ no header, Normalized Dissimilarity Rate: 0.920392
Total bytes: 382752 (373.8 KB), 1.832 bpb, 1.832 bps w/ no header, Normalized Dissimilarity Rate: 0.916206
Total bytes: 3356788 (3.2 MB), 1.926 bpb, 1.926 bps w/ no header, Normalized Dissimilarity Rate: 0.963158
Total bytes: 3364420 (3.2 MB), 1.931 bpb, 1.931 bps w/ no header, Normalized Dissimilarity Rate: 0.965348
Total bytes: 3351913 (3.2 MB), 1.924 bpb, 1.923 bps w/ no header, Normalized Dissimilarity Rate: 0.96176
Total bytes: 3332724 (3.2 MB), 1.913 bpb, 1.912 bps w/ no header, Normalized Dissimilarity Rate: 0.956254
Total bytes: 3292357 (3.1 MB), 1.889 bpb, 1.889 bps w/ no header, Normalized Dissimilarity Rate: 0.944671
Total bytes: 2875718 (2.7 MB), 1.921 bpb, 1.921 bps w/ no header, Normalized Dissimilarity Rate: 0.960626
Total bytes: 2884289 (2.8 MB), 1.927 bpb, 1.927 bps w/ no header, Normalized Dissimilarity Rate: 0.963489
Total bytes: 2867795 (2.7 MB), 1.916 bpb, 1.916 bps w/ no header, Normalized Dissimilarity Rate: 0.957979
Total bytes: 2844536 (2.7 MB), 1.9 bpb, 1.9 bps w/ no header, Normalized Dissimilarity Rate: 0.95021
Total bytes: 2801767 (2.7 MB), 1.872 bpb, 1.872 bps w/ no header, Normalized Dissimilarity Rate: 0.935923
Total bytes: 323805 (316.2 KB), 1.904 bpb, 1.904 bps w/ no header, Normalized Dissimilarity Rate: 0.951934
Total bytes: 324914 (317.3 KB), 1.91 bpb, 1.91 bps w/ no header, Normalized Dissimilarity Rate: 0.955194
Total bytes: 321716 (314.2 KB), 1.892 bpb, 1.891 bps w/ no header, Normalized Dissimilarity Rate: 0.945792
Total bytes: 319635 (312.1 KB), 1.879 bpb, 1.879 bps w/ no header, Normalized Dissimilarity Rate: 0.939675
Total bytes: 318534 (311.1 KB), 1.873 bpb, 1.872 bps w/ no header, Normalized Dissimilarity Rate: 0.936438
Total bytes: 639667 (624.7 KB), 1.903 bpb, 1.903 bps w/ no header, Normalized Dissimilarity Rate: 0.951438
Total bytes: 643431 (628.4 KB), 1.914 bpb, 1.914 bps w/ no header, Normalized Dissimilarity Rate: 0.957036
Total bytes: 636167 (621.3 KB), 1.892 bpb, 1.892 bps w/ no header, Normalized Dissimilarity Rate: 0.946232
Total bytes: 629723 (615.0 KB), 1.873 bpb, 1.873 bps w/ no header, Normalized Dissimilarity Rate: 0.936647
Total bytes: 624931 (610.3 KB), 1.859 bpb, 1.859 bps w/ no header, Normalized Dissimilarity Rate: 0.929519
Total bytes: 1179149 (1.1 MB), 1.889 bpb, 1.889 bps w/ no header, Normalized Dissimilarity Rate: 0.944551
Total bytes: 1188933 (1.1 MB), 1.905 bpb, 1.905 bps w/ no header, Normalized Dissimilarity Rate: 0.952389
Total bytes: 1171875 (1.1 MB), 1.877 bpb, 1.877 bps w/ no header, Normalized Dissimilarity Rate: 0.938724
Total bytes: 1154522 (1.1 MB), 1.85 bpb, 1.85 bps w/ no header, Normalized Dissimilarity Rate: 0.924824
Total bytes: 1137776 (1.1 MB), 1.823 bpb, 1.823 bps w/ no header, Normalized Dissimilarity Rate: 0.91141
Total bytes: 949783 (927.5 KB), 1.932 bpb, 1.932 bps w/ no header, Normalized Dissimilarity Rate: 0.965943
Total bytes: 949707 (927.4 KB), 1.932 bpb, 1.932 bps w/ no header, Normalized Dissimilarity Rate: 0.965866
Total bytes: 945523 (923.4 KB), 1.923 bpb, 1.923 bps w/ no header, Normalized Dissimilarity Rate: 0.961611
Total bytes: 941224 (919.2 KB), 1.914 bpb, 1.914 bps w/ no header, Normalized Dissimilarity Rate: 0.957239
Total bytes: 936811 (914.9 KB), 1.906 bpb, 1.905 bps w/ no header, Normalized Dissimilarity Rate: 0.952751
Total bytes: 1151501 (1.1 MB), 1.914 bpb, 1.914 bps w/ no header, Normalized Dissimilarity Rate: 0.957032
Total bytes: 1155258 (1.1 MB), 1.92 bpb, 1.92 bps w/ no header, Normalized Dissimilarity Rate: 0.960154
